bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,fname,class_name,width,height,aspect_ratio
4,67,259,152,161,04376.jpg,Mercedes-Benz 300-Class Convertible 1993,260.0,194.0,1.3402061855670102
17,109,626,438,77,04377.jpg,Chrysler Sebring Convertible 2010,640.0,480.0,1.3333333333333333
80,73,706,438,144,04378.jpg,Jaguar XK XKR 2012,750.0,469.0,1.5991471215351811
10,13,234,146,12,04379.jpg,Audi RS 4 Convertible 2008,240.0,160.0,1.5
7,91,463,296,17,04380.jpg,Audi 100 Sedan 1994,510.0,347.0,1.4697406340057637
83,129,367,289,76,04381.jpg,Chrysler Aspen SUV 2009,424.0,360.0,1.1777777777777778
42,80,727,420,168,04382.jpg,Nissan Leaf Hatchback 2012,792.0,454.0,1.7444933920704846
1,6,500,240,159,04383.jpg,Mazda Tribute SUV 2011,500.0,246.0,2.032520325203252
17,55,285,166,175,04384.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012,300.0,200.0,1.5
53,53,569,371,35,04385.jpg,BMW M5 Sedan 2010,604.0,402.0,1.5024875621890548
37,38,540,245,10,04386.jpg,Aston Martin Virage Convertible 2012,560.0,300.0,1.8666666666666667
35,17,607,437,122,04387.jpg,GMC Canyon Extended Cab 2012,640.0,480.0,1.3333333333333333
41,155,619,416,180,04388.jpg,Spyker C8 Coupe 2009,641.0,427.0,1.5011709601873535
25,28,377,249,85,04389.jpg,Dodge Caravan Minivan 1997,400.0,300.0,1.3333333333333333
69,145,855,581,139,04390.jpg,Hyundai Elantra Touring Hatchback 2012,924.0,693.0,1.3333333333333333
129,74,797,451,148,04391.jpg,Jeep Grand Cherokee SUV 2012,950.0,506.0,1.8774703557312253
32,49,363,222,5,04392.jpg,Acura TSX Sedan 2012,400.0,250.0,1.6
139,60,745,465,95,04393.jpg,Dodge Durango SUV 2007,900.0,506.0,1.7786561264822134
17,8,611,443,58,04394.jpg,Chevrolet Traverse SUV 2012,640.0,480.0,1.3333333333333333
68,184,719,467,102,04395.jpg,Ferrari California Convertible 2012,800.0,533.0,1.5009380863039399
59,15,753,465,8,04396.jpg,Aston Martin V8 Vantage Convertible 2012,786.0,492.0,1.5975609756097562
23,24,307,203,111,04397.jpg,Ford Ranger SuperCab 2011,320.0,214.0,1.4953271028037383
721,172,3678,1982,176,04398.jpg,Rolls-Royce Ghost Sedan 2012,4200.0,2850.0,1.4736842105263157
89,83,219,142,39,04399.jpg,Bentley Continental Supersports Conv. Convertible 2012,276.0,182.0,1.5164835164835164
40,104,587,363,129,04400.jpg,Honda Accord Sedan 2012,625.0,468.0,1.3354700854700854
221,136,425,226,46,04401.jpg,Bugatti Veyron 16.4 Coupe 2009,550.0,368.0,1.4945652173913044
7,88,239,188,100,04402.jpg,FIAT 500 Convertible 2012,320.0,213.0,1.5023474178403755
1,58,300,187,160,04403.jpg,McLaren MP4-12C Coupe 2012,300.0,225.0,1.3333333333333333
37,42,290,201,146,04404.jpg,Jeep Wrangler SUV 2012,320.0,240.0,1.3333333333333333
113,69,500,333,77,04405.jpg,Chrysler Sebring Convertible 2010,500.0,375.0,1.3333333333333333
39,231,486,374,151,04406.jpg,Lamborghini Aventador Coupe 2012,750.0,469.0,1.5991471215351811
164,265,974,548,57,04407.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007,1024.0,683.0,1.499267935578331
27,135,626,398,75,04408.jpg,Chevrolet Silverado 1500 Regular Cab 2012,640.0,480.0,1.3333333333333333
51,97,563,390,79,04409.jpg,Chrysler 300 SRT-8 2010,640.0,480.0,1.3333333333333333
47,13,463,327,30,04410.jpg,BMW 3 Series Wagon 2012,500.0,333.0,1.5015015015015014
4,70,500,273,160,04411.jpg,McLaren MP4-12C Coupe 2012,500.0,315.0,1.5873015873015872
1,22,188,188,158,04412.jpg,Maybach Landaulet Convertible 2012,188.0,188.0,1.0
33,121,695,430,132,04413.jpg,Hyundai Tucson SUV 2012,720.0,518.0,1.38996138996139
8,48,249,163,65,04414.jpg,Chevrolet Avalanche Crew Cab 2012,259.0,194.0,1.3350515463917525
39,51,546,383,154,04415.jpg,Land Rover Range Rover SUV 2012,600.0,400.0,1.5
60,67,582,398,188,04416.jpg,Toyota Corolla Sedan 2012,640.0,480.0,1.3333333333333333
74,13,428,314,178,04417.jpg,Scion xD Hatchback 2012,480.0,360.0,1.3333333333333333
56,38,605,415,161,04418.jpg,Mercedes-Benz 300-Class Convertible 1993,640.0,480.0,1.3333333333333333
14,59,408,290,117,04419.jpg,Ford Fiesta Sedan 2012,424.0,360.0,1.1777777777777778
52,105,432,327,90,04420.jpg,Dodge Dakota Crew Cab 2010,480.0,360.0,1.3333333333333333
36,1,1005,767,154,04421.jpg,Land Rover Range Rover SUV 2012,1024.0,768.0,1.3333333333333333
61,97,967,690,146,04422.jpg,Jeep Wrangler SUV 2012,1024.0,768.0,1.3333333333333333
29,17,1163,715,162,04423.jpg,Mercedes-Benz C-Class Sedan 2012,1200.0,800.0,1.5
247,284,892,538,134,04424.jpg,Hyundai Sonata Hybrid Sedan 2012,986.0,603.0,1.635157545605307
26,49,289,186,95,04425.jpg,Dodge Durango SUV 2007,300.0,225.0,1.3333333333333333
48,13,499,345,142,04426.jpg,Infiniti QX56 SUV 2011,563.0,375.0,1.5013333333333334
268,152,794,362,11,04427.jpg,Aston Martin Virage Coupe 2012,900.0,418.0,2.15311004784689
2,49,637,405,14,04428.jpg,Audi TTS Coupe 2012,640.0,480.0,1.3333333333333333
108,72,902,412,79,04429.jpg,Chrysler 300 SRT-8 2010,925.0,535.0,1.7289719626168225
19,156,619,327,102,04430.jpg,Ferrari California Convertible 2012,640.0,480.0,1.3333333333333333
37,408,1552,946,87,04431.jpg,Dodge Ram Pickup 3500 Quad Cab 2009,1600.0,1200.0,1.3333333333333333
114,134,1230,658,188,04432.jpg,Toyota Corolla Sedan 2012,1366.0,768.0,1.7786458333333333
116,324,733,602,144,04433.jpg,Jaguar XK XKR 2012,1024.0,768.0,1.3333333333333333
80,138,611,357,33,04434.jpg,BMW X6 SUV 2012,640.0,480.0,1.3333333333333333
18,8,620,384,161,04435.jpg,Mercedes-Benz 300-Class Convertible 1993,640.0,480.0,1.3333333333333333
76,4,828,600,182,04436.jpg,Suzuki Kizashi Sedan 2012,900.0,600.0,1.5
75,1,603,434,57,04437.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007,640.0,480.0,1.3333333333333333
135,197,627,436,118,04438.jpg,GMC Terrain SUV 2012,800.0,532.0,1.5037593984962405
66,218,959,711,69,04439.jpg,Chevrolet Silverado 2500HD Regular Cab 2012,1024.0,768.0,1.3333333333333333
26,110,621,435,61,04440.jpg,Chevrolet Impala Sedan 2007,640.0,480.0,1.3333333333333333
34,32,872,568,153,04441.jpg,Lamborghini Diablo Coupe 2001,930.0,620.0,1.5
4,18,293,207,83,04442.jpg,Dodge Caliber Wagon 2012,300.0,225.0,1.3333333333333333
50,109,947,521,25,04443.jpg,Audi TT RS Coupe 2012,986.0,603.0,1.635157545605307
75,196,951,915,118,04444.jpg,GMC Terrain SUV 2012,1024.0,1024.0,1.0
81,44,449,273,195,04445.jpg,Volvo XC90 SUV 2007,527.0,317.0,1.662460567823344
147,157,741,407,104,04446.jpg,Ferrari 458 Italia Coupe 2012,786.0,492.0,1.5975609756097562
5,118,551,293,17,04447.jpg,Audi 100 Sedan 1994,565.0,338.0,1.6715976331360947
26,76,205,159,13,04448.jpg,Audi A5 Coupe 2012,259.0,194.0,1.3350515463917525
35,134,781,431,43,04449.jpg,Bentley Continental GT Coupe 2007,800.0,476.0,1.680672268907563
9,27,275,157,165,04450.jpg,Mercedes-Benz S-Class Sedan 2012,275.0,183.0,1.5027322404371584
61,407,905,647,160,04451.jpg,McLaren MP4-12C Coupe 2012,1200.0,800.0,1.5
35,109,601,346,66,04452.jpg,Chevrolet Cobalt SS 2010,700.0,500.0,1.4
80,145,443,288,56,04453.jpg,Chevrolet Corvette ZR1 2012,500.0,332.0,1.5060240963855422
61,95,571,326,102,04454.jpg,Ferrari California Convertible 2012,607.0,342.0,1.7748538011695907
94,385,1399,1071,167,04455.jpg,Mitsubishi Lancer Sedan 2012,1600.0,1200.0,1.3333333333333333
35,123,267,200,15,04456.jpg,Audi R8 Coupe 2012,300.0,225.0,1.3333333333333333
1,74,632,429,169,04457.jpg,Nissan NV Passenger Van 2012,640.0,480.0,1.3333333333333333
21,94,240,184,48,04458.jpg,Buick Rainier SUV 2007,259.0,194.0,1.3350515463917525
46,28,564,370,176,04459.jpg,Rolls-Royce Ghost Sedan 2012,600.0,383.0,1.566579634464752
109,78,1172,787,130,04460.jpg,Hyundai Veloster Hatchback 2012,1280.0,850.0,1.5058823529411764
20,170,598,359,39,04461.jpg,Bentley Continental Supersports Conv. Convertible 2012,640.0,426.0,1.5023474178403755
9,26,617,445,85,04462.jpg,Dodge Caravan Minivan 1997,640.0,480.0,1.3333333333333333
90,139,524,395,58,04463.jpg,Chevrolet Traverse SUV 2012,640.0,480.0,1.3333333333333333
33,104,725,352,102,04464.jpg,Ferrari California Convertible 2012,786.0,492.0,1.5975609756097562
52,43,534,425,177,04465.jpg,Rolls-Royce Phantom Sedan 2012,600.0,450.0,1.3333333333333333
17,41,235,146,143,04466.jpg,Isuzu Ascender SUV 2008,260.0,194.0,1.3402061855670102
9,50,316,186,88,04467.jpg,Dodge Sprinter Cargo Van 2009,320.0,240.0,1.3333333333333333
82,60,445,301,82,04468.jpg,Daewoo Nubira Wagon 2002,500.0,375.0,1.3333333333333333
34,55,233,165,31,04469.jpg,BMW 6 Series Convertible 2007,276.0,183.0,1.5081967213114753
19,49,283,191,5,04470.jpg,Acura TSX Sedan 2012,300.0,200.0,1.5
13,493,1944,1395,127,04471.jpg,Honda Odyssey Minivan 2007,2048.0,1536.0,1.3333333333333333
110,159,352,249,31,04472.jpg,BMW 6 Series Convertible 2007,400.0,294.0,1.3605442176870748
1,97,1015,696,111,04473.jpg,Ford Ranger SuperCab 2011,1024.0,768.0,1.3333333333333333
46,30,354,240,139,04474.jpg,Hyundai Elantra Touring Hatchback 2012,400.0,300.0,1.3333333333333333
196,159,739,529,25,04475.jpg,Audi TT RS Coupe 2012,800.0,600.0,1.3333333333333333
29,72,221,144,57,04476.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007,320.0,213.0,1.5023474178403755
27,134,479,291,93,04477.jpg,Dodge Challenger SRT8 2011,500.0,332.0,1.5060240963855422
21,66,251,174,54,04478.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,259.0,194.0,1.3350515463917525
33,58,242,148,189,04479.jpg,Toyota 4Runner SUV 2012,275.0,183.0,1.5027322404371584
199,329,1349,829,24,04480.jpg,Audi S4 Sedan 2007,1500.0,1000.0,1.5
33,73,545,377,125,04481.jpg,HUMMER H2 SUT Crew Cab 2009,575.0,490.0,1.1734693877551021
22,88,479,312,4,04482.jpg,Acura TL Type-S 2008,500.0,375.0,1.3333333333333333
136,2,760,379,119,04483.jpg,GMC Savana Van 2012,880.0,380.0,2.3157894736842106
35,79,271,185,5,04484.jpg,Acura TSX Sedan 2012,300.0,200.0,1.5
21,39,268,156,97,04485.jpg,Dodge Charger SRT-8 2009,300.0,225.0,1.3333333333333333
60,166,614,425,2,04486.jpg,Acura RL Sedan 2012,750.0,469.0,1.5991471215351811
20,95,615,450,38,04487.jpg,BMW Z4 Convertible 2012,640.0,480.0,1.3333333333333333
29,53,284,194,175,04488.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012,300.0,225.0,1.3333333333333333
26,109,611,384,82,04489.jpg,Daewoo Nubira Wagon 2002,630.0,420.0,1.5
20,69,629,402,173,04490.jpg,Porsche Panamera Sedan 2012,640.0,480.0,1.3333333333333333
81,58,1550,1069,140,04491.jpg,Hyundai Azera Sedan 2012,1600.0,1145.0,1.3973799126637554
13,76,488,283,141,04492.jpg,Infiniti G Coupe IPL 2012,500.0,314.0,1.5923566878980893
18,27,332,206,8,04493.jpg,Aston Martin V8 Vantage Convertible 2012,350.0,221.0,1.583710407239819
128,115,506,358,9,04494.jpg,Aston Martin V8 Vantage Coupe 2012,600.0,435.0,1.3793103448275863
39,74,233,180,8,04495.jpg,Aston Martin V8 Vantage Convertible 2012,300.0,225.0,1.3333333333333333
154,313,949,513,112,04496.jpg,Ford GT Coupe 2006,1024.0,681.0,1.5036710719530102
63,105,396,353,12,04497.jpg,Audi RS 4 Convertible 2008,600.0,400.0,1.5
134,41,553,300,178,04498.jpg,Scion xD Hatchback 2012,640.0,428.0,1.4953271028037383
141,47,500,218,132,04499.jpg,Hyundai Tucson SUV 2012,640.0,280.0,2.2857142857142856
35,124,211,179,29,04500.jpg,BMW 3 Series Sedan 2012,267.0,189.0,1.4126984126984128
29,24,467,335,186,04501.jpg,Toyota Sequoia SUV 2012,480.0,360.0,1.3333333333333333
29,68,494,279,66,04502.jpg,Chevrolet Cobalt SS 2010,510.0,330.0,1.5454545454545454
26,31,381,251,130,04503.jpg,Hyundai Veloster Hatchback 2012,400.0,265.0,1.509433962264151
31,113,411,295,122,04504.jpg,GMC Canyon Extended Cab 2012,438.0,329.0,1.331306990881459
10,4,348,165,28,04505.jpg,BMW 1 Series Coupe 2012,350.0,166.0,2.108433734939759
478,286,1534,979,63,04506.jpg,Chevrolet Sonic Sedan 2012,1600.0,1200.0,1.3333333333333333
2,40,300,151,115,04507.jpg,Ford Focus Sedan 2007,300.0,166.0,1.8072289156626506
187,132,453,346,135,04508.jpg,Hyundai Elantra Sedan 2007,550.0,450.0,1.2222222222222223
105,52,356,210,9,04509.jpg,Aston Martin V8 Vantage Coupe 2012,408.0,271.0,1.5055350553505535
107,109,444,255,9,04510.jpg,Aston Martin V8 Vantage Coupe 2012,500.0,333.0,1.5015015015015014
107,261,893,610,4,04511.jpg,Acura TL Type-S 2008,1024.0,681.0,1.5036710719530102
23,91,620,373,77,04512.jpg,Chrysler Sebring Convertible 2010,640.0,480.0,1.3333333333333333
21,31,382,228,110,04513.jpg,Ford Edge SUV 2012,400.0,250.0,1.6
65,111,402,396,191,04514.jpg,Volkswagen Golf Hatchback 1991,625.0,469.0,1.3326226012793176
6,42,493,296,154,04515.jpg,Land Rover Range Rover SUV 2012,500.0,315.0,1.5873015873015872
257,42,585,223,159,04516.jpg,Mazda Tribute SUV 2011,611.0,234.0,2.611111111111111
4,80,247,156,152,04517.jpg,Lamborghini Gallardo LP 570-4 Superleggera 2012,275.0,183.0,1.5027322404371584
42,85,379,291,121,04518.jpg,GMC Acadia SUV 2012,480.0,360.0,1.3333333333333333
42,39,254,143,39,04519.jpg,Bentley Continental Supersports Conv. Convertible 2012,300.0,168.0,1.7857142857142858
78,24,621,265,126,04520.jpg,Honda Odyssey Minivan 2012,640.0,319.0,2.006269592476489
217,565,1366,979,112,04521.jpg,Ford GT Coupe 2006,1600.0,1200.0,1.3333333333333333
33,81,580,333,97,04522.jpg,Dodge Charger SRT-8 2009,600.0,402.0,1.492537313432836
49,45,597,338,104,04523.jpg,Ferrari 458 Italia Coupe 2012,625.0,367.0,1.7029972752043596
24,64,278,223,142,04524.jpg,Infiniti QX56 SUV 2011,300.0,225.0,1.3333333333333333
2,5,395,198,82,04525.jpg,Daewoo Nubira Wagon 2002,400.0,200.0,2.0
103,74,937,557,191,04526.jpg,Volkswagen Golf Hatchback 1991,1000.0,605.0,1.6528925619834711
232,295,947,636,37,04527.jpg,BMW X3 SUV 2012,1024.0,683.0,1.499267935578331
14,27,391,171,98,04528.jpg,Eagle Talon Hatchback 1998,400.0,200.0,2.0
17,66,632,363,165,04529.jpg,Mercedes-Benz S-Class Sedan 2012,640.0,426.0,1.5023474178403755
4,23,393,268,139,04530.jpg,Hyundai Elantra Touring Hatchback 2012,400.0,300.0,1.3333333333333333
27,103,753,361,43,04531.jpg,Bentley Continental GT Coupe 2007,800.0,451.0,1.7738359201773837
99,176,536,376,142,04532.jpg,Infiniti QX56 SUV 2011,750.0,469.0,1.5991471215351811
51,377,971,644,12,04533.jpg,Audi RS 4 Convertible 2008,1024.0,768.0,1.3333333333333333
27,73,555,330,195,04534.jpg,Volvo XC90 SUV 2007,578.0,371.0,1.5579514824797844
21,46,602,370,135,04535.jpg,Hyundai Elantra Sedan 2007,617.0,396.0,1.5580808080808082
111,77,439,332,117,04536.jpg,Ford Fiesta Sedan 2012,480.0,360.0,1.3333333333333333
160,203,1363,810,14,04537.jpg,Audi TTS Coupe 2012,1500.0,938.0,1.5991471215351811
28,165,1005,551,194,04538.jpg,Volvo 240 Sedan 1993,1024.0,768.0,1.3333333333333333
18,118,325,221,72,04539.jpg,Chevrolet Monte Carlo Coupe 2007,343.0,250.0,1.372
307,278,1279,892,144,04540.jpg,Jaguar XK XKR 2012,1600.0,1066.0,1.5009380863039399
182,124,477,325,96,04541.jpg,Dodge Charger Sedan 2012,640.0,425.0,1.5058823529411764
10,48,483,295,171,04542.jpg,Nissan 240SX Coupe 1998,500.0,333.0,1.5015015015015014
456,363,1433,905,96,04543.jpg,Dodge Charger Sedan 2012,1600.0,1089.0,1.4692378328741964
18,18,328,190,1,04544.jpg,AM General Hummer SUV 2000,339.0,200.0,1.695
95,98,1132,589,102,04545.jpg,Ferrari California Convertible 2012,1200.0,668.0,1.7964071856287425
369,251,945,529,192,04546.jpg,Volkswagen Beetle Hatchback 2012,1024.0,640.0,1.6
28,67,240,233,30,04547.jpg,BMW 3 Series Wagon 2012,300.0,300.0,1.0
68,66,264,174,27,04548.jpg,BMW 1 Series Convertible 2012,300.0,200.0,1.5
37,143,559,309,17,04549.jpg,Audi 100 Sedan 1994,600.0,450.0,1.3333333333333333
15,85,289,190,51,04550.jpg,Cadillac CTS-V Sedan 2012,300.0,199.0,1.5075376884422111
27,19,727,298,28,04551.jpg,BMW 1 Series Coupe 2012,750.0,300.0,2.5
57,114,432,291,10,04552.jpg,Aston Martin Virage Convertible 2012,500.0,346.0,1.4450867052023122
40,226,768,490,48,04553.jpg,Buick Rainier SUV 2007,800.0,600.0,1.3333333333333333
61,158,535,350,155,04554.jpg,Land Rover LR2 SUV 2012,588.0,392.0,1.5
50,74,606,360,187,04555.jpg,Toyota Camry Sedan 2012,640.0,425.0,1.5058823529411764
25,48,252,178,48,04556.jpg,Buick Rainier SUV 2007,259.0,194.0,1.3350515463917525
23,50,583,381,142,04557.jpg,Infiniti QX56 SUV 2011,600.0,450.0,1.3333333333333333
39,130,661,454,119,04558.jpg,GMC Savana Van 2012,700.0,500.0,1.4
235,36,678,298,119,04559.jpg,GMC Savana Van 2012,800.0,300.0,2.6666666666666665
33,65,453,303,59,04560.jpg,Chevrolet Camaro Convertible 2012,480.0,360.0,1.3333333333333333
9,64,295,165,129,04561.jpg,Honda Accord Sedan 2012,300.0,225.0,1.3333333333333333
5,10,497,335,180,04562.jpg,Spyker C8 Coupe 2009,505.0,337.0,1.4985163204747773
47,62,390,249,125,04563.jpg,HUMMER H2 SUT Crew Cab 2009,434.0,326.0,1.3312883435582823
47,38,355,227,118,04564.jpg,GMC Terrain SUV 2012,380.0,285.0,1.3333333333333333
17,167,781,430,66,04565.jpg,Chevrolet Cobalt SS 2010,798.0,576.0,1.3854166666666667
5,54,248,166,54,04566.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,259.0,194.0,1.3350515463917525
14,27,590,208,18,04567.jpg,Audi 100 Wagon 1994,600.0,240.0,2.5
1,7,300,170,177,04568.jpg,Rolls-Royce Phantom Sedan 2012,300.0,187.0,1.6042780748663101
189,216,488,374,177,04569.jpg,Rolls-Royce Phantom Sedan 2012,600.0,381.0,1.5748031496062993
200,150,901,515,167,04570.jpg,Mitsubishi Lancer Sedan 2012,1023.0,682.0,1.5
28,71,411,278,117,04571.jpg,Ford Fiesta Sedan 2012,440.0,330.0,1.3333333333333333
3,122,550,333,82,04572.jpg,Daewoo Nubira Wagon 2002,554.0,415.0,1.3349397590361445
24,85,341,252,186,04573.jpg,Toyota Sequoia SUV 2012,358.0,269.0,1.3308550185873607
32,117,356,231,122,04574.jpg,GMC Canyon Extended Cab 2012,400.0,300.0,1.3333333333333333
7,227,545,409,105,04575.jpg,Fisker Karma Sedan 2012,588.0,441.0,1.3333333333333333
4,38,191,133,39,04576.jpg,Bentley Continental Supersports Conv. Convertible 2012,200.0,150.0,1.3333333333333333
33,141,606,333,179,04577.jpg,Spyker C8 Convertible 2009,640.0,480.0,1.3333333333333333
21,18,492,316,1,04578.jpg,AM General Hummer SUV 2000,500.0,334.0,1.4970059880239521
31,43,274,184,127,04579.jpg,Honda Odyssey Minivan 2007,300.0,225.0,1.3333333333333333
21,34,482,285,24,04580.jpg,Audi S4 Sedan 2007,500.0,334.0,1.4970059880239521
298,331,1411,883,20,04581.jpg,Audi S6 Sedan 2011,1600.0,1200.0,1.3333333333333333
400,125,760,422,183,04582.jpg,Suzuki SX4 Hatchback 2012,975.0,472.0,2.065677966101695
6,117,606,406,185,04583.jpg,Tesla Model S Sedan 2012,610.0,458.0,1.331877729257642
49,59,581,364,31,04584.jpg,BMW 6 Series Convertible 2007,640.0,467.0,1.3704496788008564
55,355,1333,1135,113,04585.jpg,Ford F-150 Regular Cab 2012,1600.0,1200.0,1.3333333333333333
19,74,490,341,115,04586.jpg,Ford Focus Sedan 2007,500.0,384.0,1.3020833333333333
537,329,1214,955,183,04587.jpg,Suzuki SX4 Hatchback 2012,1600.0,1066.0,1.5009380863039399
15,9,468,408,3,04588.jpg,Acura TL Sedan 2012,480.0,418.0,1.1483253588516746
21,101,618,386,61,04589.jpg,Chevrolet Impala Sedan 2007,640.0,480.0,1.3333333333333333
83,67,181,114,62,04590.jpg,Chevrolet Tahoe Hybrid SUV 2012,204.0,127.0,1.6062992125984252
57,44,446,323,67,04591.jpg,Chevrolet Malibu Hybrid Sedan 2010,500.0,374.0,1.3368983957219251
148,65,884,530,93,04592.jpg,Dodge Challenger SRT8 2011,1024.0,626.0,1.6357827476038338
128,139,503,300,137,04593.jpg,Hyundai Genesis Sedan 2012,640.0,360.0,1.7777777777777777
87,99,603,381,34,04594.jpg,BMW M3 Coupe 2012,960.0,403.0,2.3821339950372207
33,8,210,100,14,04595.jpg,Audi TTS Coupe 2012,247.0,105.0,2.3523809523809525
70,96,418,316,66,04596.jpg,Chevrolet Cobalt SS 2010,500.0,401.0,1.2468827930174564
22,177,960,618,106,04597.jpg,Ford F-450 Super Duty Crew Cab 2012,1024.0,764.0,1.3403141361256545
46,79,523,338,90,04598.jpg,Dodge Dakota Crew Cab 2010,544.0,408.0,1.3333333333333333
57,108,441,244,130,04599.jpg,Hyundai Veloster Hatchback 2012,500.0,275.0,1.8181818181818181
17,47,241,158,190,04600.jpg,Volkswagen Golf Hatchback 2012,259.0,194.0,1.3350515463917525
96,68,733,497,21,04601.jpg,Audi S5 Convertible 2012,800.0,533.0,1.5009380863039399
20,141,635,401,81,04602.jpg,Chrysler PT Cruiser Convertible 2008,640.0,480.0,1.3333333333333333
103,69,535,441,166,04603.jpg,Mercedes-Benz Sprinter Van 2012,640.0,480.0,1.3333333333333333
32,74,617,407,130,04604.jpg,Hyundai Veloster Hatchback 2012,640.0,480.0,1.3333333333333333
24,117,618,366,129,04605.jpg,Honda Accord Sedan 2012,640.0,426.0,1.5023474178403755
162,216,871,556,66,04606.jpg,Chevrolet Cobalt SS 2010,1024.0,768.0,1.3333333333333333
29,66,463,307,106,04607.jpg,Ford F-450 Super Duty Crew Cab 2012,480.0,360.0,1.3333333333333333
4,60,519,283,7,04608.jpg,Acura ZDX Hatchback 2012,600.0,300.0,2.0
117,134,789,538,161,04609.jpg,Mercedes-Benz 300-Class Convertible 1993,1024.0,605.0,1.6925619834710743
15,43,271,198,70,04610.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007,300.0,225.0,1.3333333333333333
595,348,1554,659,11,04611.jpg,Aston Martin Virage Coupe 2012,1600.0,900.0,1.7777777777777777
49,36,227,130,105,04612.jpg,Fisker Karma Sedan 2012,240.0,160.0,1.5
76,153,477,362,42,04613.jpg,Bentley Continental GT Coupe 2012,620.0,413.0,1.5012106537530265
15,84,457,271,195,04614.jpg,Volvo XC90 SUV 2007,480.0,360.0,1.3333333333333333
345,152,634,400,94,04615.jpg,Dodge Durango SUV 2012,653.0,435.0,1.5011494252873563
45,247,864,642,92,04616.jpg,Dodge Magnum Wagon 2008,912.0,682.0,1.3372434017595307
163,135,1378,880,112,04617.jpg,Ford GT Coupe 2006,1500.0,938.0,1.5991471215351811
4,42,416,345,114,04618.jpg,Ford F-150 Regular Cab 2007,480.0,360.0,1.3333333333333333
9,40,255,163,51,04619.jpg,Cadillac CTS-V Sedan 2012,259.0,194.0,1.3350515463917525
30,183,503,383,81,04620.jpg,Chrysler PT Cruiser Convertible 2008,520.0,390.0,1.3333333333333333
93,239,907,661,138,04621.jpg,Hyundai Sonata Sedan 2012,1024.0,768.0,1.3333333333333333
22,74,477,275,74,04622.jpg,Chevrolet Silverado 1500 Extended Cab 2012,480.0,360.0,1.3333333333333333
75,57,378,178,156,04623.jpg,Lincoln Town Car Sedan 2011,441.0,221.0,1.995475113122172
23,20,275,185,71,04624.jpg,Chevrolet Express Van 2007,285.0,214.0,1.3317757009345794
7,28,249,180,70,04625.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007,259.0,194.0,1.3350515463917525
4,49,628,329,67,04626.jpg,Chevrolet Malibu Hybrid Sedan 2010,640.0,480.0,1.3333333333333333
73,146,566,344,152,04627.jpg,Lamborghini Gallardo LP 570-4 Superleggera 2012,600.0,399.0,1.5037593984962405
263,278,939,561,173,04628.jpg,Porsche Panamera Sedan 2012,1024.0,640.0,1.6
17,148,692,376,66,04629.jpg,Chevrolet Cobalt SS 2010,720.0,540.0,1.3333333333333333
86,178,462,315,34,04630.jpg,BMW M3 Coupe 2012,500.0,333.0,1.5015015015015014
68,138,591,469,7,04631.jpg,Acura ZDX Hatchback 2012,640.0,480.0,1.3333333333333333
10,30,367,191,181,04632.jpg,Suzuki Aerio Sedan 2007,380.0,228.0,1.6666666666666667
7,17,277,166,136,04633.jpg,Hyundai Accent Sedan 2012,289.0,174.0,1.660919540229885
25,55,291,187,103,04634.jpg,Ferrari 458 Italia Convertible 2012,301.0,205.0,1.4682926829268292
66,106,429,292,178,04635.jpg,Scion xD Hatchback 2012,480.0,360.0,1.3333333333333333
28,66,279,208,162,04636.jpg,Mercedes-Benz C-Class Sedan 2012,300.0,224.0,1.3392857142857142
18,69,582,392,184,04637.jpg,Suzuki SX4 Sedan 2012,640.0,480.0,1.3333333333333333
16,241,997,589,75,04638.jpg,Chevrolet Silverado 1500 Regular Cab 2012,1024.0,768.0,1.3333333333333333
24,90,246,188,17,04639.jpg,Audi 100 Sedan 1994,259.0,194.0,1.3350515463917525
11,27,250,164,190,04640.jpg,Volkswagen Golf Hatchback 2012,264.0,198.0,1.3333333333333333
11,55,495,364,186,04641.jpg,Toyota Sequoia SUV 2012,500.0,375.0,1.3333333333333333
41,35,606,269,50,04642.jpg,Buick Enclave SUV 2012,640.0,479.0,1.336116910229645
14,26,467,351,81,04643.jpg,Chrysler PT Cruiser Convertible 2008,480.0,360.0,1.3333333333333333
46,107,580,374,27,04644.jpg,BMW 1 Series Convertible 2012,625.0,416.0,1.5024038461538463
167,113,548,378,168,04645.jpg,Nissan Leaf Hatchback 2012,680.0,510.0,1.3333333333333333
105,125,1135,688,150,04646.jpg,Lamborghini Reventon Coupe 2008,1280.0,856.0,1.4953271028037383
329,72,823,341,119,04647.jpg,GMC Savana Van 2012,880.0,380.0,2.3157894736842106
31,164,608,373,114,04648.jpg,Ford F-150 Regular Cab 2007,630.0,473.0,1.331923890063425
119,114,533,407,172,04649.jpg,Plymouth Neon Coupe 1999,640.0,480.0,1.3333333333333333
